title,media,date,datetime,desc,link,img
NA,Scroll,,,NA,https://scroll.in/latest/1043225/adani-group-crisis-nirmala-sitharaman-rbi-seek-to-allay-fears-on-overexposure-of-sbi-lic,
NA,Scroll,,,NA,https://scroll.in/latest/1043180/opposition-protests-in-parliament-for-second-day-seeks-probe-into-adani-groups-business-practices,
NA,Scroll,,,NA,https://scroll.in/article/1043147/big-picture-how-the-adani-crash-unfolded-and-what-it-could-do-to-the-indian-economy,
NA,Scroll,,,NA,https://scroll.in/latest/1043152/adani-enterprises-to-be-removed-from-dow-jones-sustainability-indices,
NA,Scroll,,,NA,https://scroll.in/article/1043134/what-the-rise-and-fall-of-adani-stocks-says-about-the-indian-state-and-private-capital,
NA,Scroll,,,NA,https://scroll.in/latest/1043092/adani-bonds-hit-distressed-levels-after-group-calls-off-share-sale,
NA,Scroll,,,NA,https://scroll.in/latest/1043084/adani-enterprises-withdraws-follow-on-public-offering-says-will-return-money-to-investors,
NA,Scroll,,,NA,https://scroll.in/latest/1042879/adani-group-losses-mount-to-over-rs-5-lakh-crore-as-stocks-continue-to-slide,
NA,Scroll,,,NA,https://scroll.in/article/1042820/explained-how-lics-exposure-to-the-embattled-adani-group-has-implications-for-middle-class-savings,
NA,Scroll,,,NA,https://scroll.in/latest/1042841/hindenburg-report-is-a-calculated-attack-on-india-says-adani-group,
NA,Scroll,,,NA,https://scroll.in/latest/1042691/adani-group-losses-continue-as-shares-fall-by-up-to-20,
NA,Scroll,,,NA,https://scroll.in/latest/1042663/the-big-news-adani-group-mulling-legal-action-against-hindenburg-research-and-9-other-top-stories,
NA,Scroll,,,NA,https://scroll.in/latest/1042636/adani-group-mulling-legal-action-against-hindenburg-research-over-stock-manipulation-allegations,
